Task ID,O*NET-SOC Code,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID),expert_automation_capacity_rating_mean,expert_physical_action_requirement_mean,expert_involved_uncertainty_mean,expert_domain_expertise_requirement_mean,expert_interpersonal_communication_requirement_mean,expert_human_agency_scale_rating_mean,Occupation Employment_normalized,Occupation Mean Annual Wage_normalized,Importance_normalized,major_group_code
11249,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,2025-01-21,Expert,1,1,1,1,1,False,False,False,False,False,False,3,1,3,3,5,False,True,True,True,True,False,False,FALSE,,Male,White,86K-165K,60,Bachelor’s Degree,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Never,Weekly,Never,Never,Never,Never,Daily,Prolific,Core,5.0,5.0,3.75,90.16,114520.0,293930.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],5.0,1.0,1.0,1.0,1.5,1.0,0.1073755299040208,0.2416841844936317,0.5444444444444444,41
20619,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,2025-01-21,Expert,5,1,1,1,1,True,True,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,60,Bachelor’s Degree,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Never,Weekly,Never,Never,Never,Never,Daily,Prolific,Supplemental,3.0,3.0,3.62,54.81,114520.0,293930.0,['Processing Information'],['4.A.2.a.2'],3.0,2.0,2.5,2.5,2.0,2.0,0.1073755299040208,0.2416841844936317,0.4962962962962963,41
20608,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Average,1,5,3,1,3,False,False,False,False,False,False,1,3,3,3,3,False,False,False,False,True,True,False,FALSE,,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,4.24,74.63,114520.0,293930.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']",4.5,2.0,1.5,2.0,2.0,2.0,0.1073755299040208,0.2416841844936317,0.725925925925926,41
11237,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Expert,4,4,3,4,5,False,True,True,False,False,False,4,4,4,5,4,False,False,False,False,False,True,False,,,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,4.15,95.01,114520.0,293930.0,['Performing for or Working Directly with the Public'],['4.A.4.a.8'],4.5,1.0,1.0,1.5,2.0,1.5,0.1073755299040208,0.2416841844936317,0.6925925925925925,41
11238,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Expert,4,4,4,4,4,False,False,False,False,False,False,3,4,4,3,4,False,False,False,True,False,False,False,,,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,6.0,6.0,4.1,88.27,114520.0,293930.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],2.0,3.0,2.5,3.0,3.5,2.0,0.1073755299040208,0.2416841844936317,0.6740740740740739,41
11246,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare sales presentations or proposals to explain product specifications or applications.,52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Average,4,3,4,3,4,False,False,False,False,False,True,1,4,2,3,4,False,False,False,False,True,False,False,,,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,3.86,86.27,114520.0,293930.0,['Thinking Creatively'],['4.A.2.b.2'],1.5,1.0,2.0,3.5,1.0,3.5,0.1073755299040208,0.2416841844936317,0.5851851851851851,41
11252,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Expert,3,3,3,3,3,False,False,False,False,False,False,3,3,2,3,4,False,False,False,False,True,False,True,,,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,3.0,3.0,3.84,94.62,114520.0,293930.0,['Documenting/Recording Information'],['4.A.3.b.6'],5.0,1.5,1.5,2.5,2.5,1.5,0.1073755299040208,0.2416841844936317,0.5777777777777776,41
11249,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Novice,1,3,3,3,2,False,False,False,False,False,False,2,3,2,3,4,False,False,False,False,False,True,False,FALSE,,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,3.75,90.16,114520.0,293930.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],5.0,1.0,1.0,1.0,1.5,1.0,0.1073755299040208,0.2416841844936317,0.5444444444444444,41
20619,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,52cdb85b-5307-450a-ac44-b51194f76036,2025-01-21,Novice,1,3,3,1,3,False,False,False,False,False,False,1,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,Prefer not to say,54,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Supplemental,3.0,3.0,3.62,54.81,114520.0,293930.0,['Processing Information'],['4.A.2.a.2'],3.0,2.0,2.5,2.5,2.0,2.0,0.1073755299040208,0.2416841844936317,0.4962962962962963,41
20608,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,3,2,3,2,2,True,True,False,False,False,True,1,3,1,4,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,5.0,5.0,4.24,74.63,114520.0,293930.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']",4.5,2.0,1.5,2.0,2.0,2.0,0.1073755299040208,0.2416841844936317,0.725925925925926,41
11241,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,4,2,3,2,2,True,True,False,False,False,True,2,3,1,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,5.0,5.0,4.2,78.56,114520.0,293930.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.5,1.0,2.0,2.0,1.0,2.0,0.1073755299040208,0.2416841844936317,0.7111111111111111,41
11237,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,1,3,5,4,5,False,False,False,False,False,False,2,5,2,5,3,False,True,True,True,False,True,True,FALSE,,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,5.0,5.0,4.15,95.01,114520.0,293930.0,['Performing for or Working Directly with the Public'],['4.A.4.a.8'],4.5,1.0,1.0,1.5,2.0,1.5,0.1073755299040208,0.2416841844936317,0.6925925925925925,41
11238,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,3,3,5,2,2,True,True,False,False,False,True,2,3,2,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,6.0,6.0,4.1,88.27,114520.0,293930.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],2.0,3.0,2.5,3.0,3.5,2.0,0.1073755299040208,0.2416841844936317,0.6740740740740739,41
11246,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare sales presentations or proposals to explain product specifications or applications.,ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,2,2,5,3,5,False,False,False,False,False,False,2,3,3,5,4,False,True,True,True,False,True,True,FALSE,,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,5.0,5.0,3.86,86.27,114520.0,293930.0,['Thinking Creatively'],['4.A.2.b.2'],1.5,1.0,2.0,3.5,1.0,3.5,0.1073755299040208,0.2416841844936317,0.5851851851851851,41
11252,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Average,4,1,2,2,1,True,True,False,False,False,True,1,1,1,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,3.0,3.0,3.84,94.62,114520.0,293930.0,['Documenting/Recording Information'],['4.A.3.b.6'],5.0,1.5,1.5,2.5,2.5,1.5,0.1073755299040208,0.2416841844936317,0.5777777777777776,41
11249,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,3,2,3,3,2,True,True,False,False,False,True,1,3,1,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,5.0,5.0,3.75,90.16,114520.0,293930.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],5.0,1.0,1.0,1.0,1.5,1.0,0.1073755299040208,0.2416841844936317,0.5444444444444444,41
11245,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Collaborate with colleagues to exchange information, such as selling strategies or marketing information.",ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,1,1,4,3,4,False,False,False,False,False,False,1,5,1,4,4,False,False,True,True,False,True,False,FALSE,,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Core,4.0,4.0,3.7,94.61,114520.0,293930.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],2.0,3.0,1.5,4.0,4.5,4.0,0.1073755299040208,0.2416841844936317,0.525925925925926,41
19826,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,ac02d2a0-14ec-4a40-8990-87dcb3c84091,2025-01-21,Expert,3,1,4,3,2,True,True,False,False,False,True,1,4,1,4,3,False,False,False,False,False,False,False,,,Female,White,60-86K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Daily,Prolific,Supplemental,3.0,3.0,2.94,47.12,114520.0,293930.0,"['Interpreting the Meaning of Information for Others', 'Selling or Influencing Others']","['4.A.4.a.1', '4.A.4.a.6']",4.5,1.0,1.0,3.5,4.0,1.5,0.1073755299040208,0.2416841844936317,0.2444444444444443,41
978,11-3021.00,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,e2d91683-e436-429f-aaa2-ba6c47d0b288,2025-01-21,Expert,3,2,3,2,3,False,False,True,True,False,False,4,2,1,4,2,False,False,False,False,False,False,False,,FALSE,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Daily,Weekly,Weekly,Prolific,Core,3.0,3.0,4.08,99.97,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],2.0,1.0,2.5,3.5,4.0,4.0,0.2365858582151181,0.4688079633980462,0.6666666666666666,11
969,11-3021.00,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",e2d91683-e436-429f-aaa2-ba6c47d0b288,2025-01-21,Average,5,3,4,4,2,False,True,False,False,True,False,3,4,3,2,3,False,True,False,True,False,True,False,,,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Daily,Weekly,Weekly,Prolific,Core,5.0,5.0,4.04,92.97,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1'],2.0,1.5,2.0,2.5,2.5,3.5,0.2365858582151181,0.4688079633980462,0.6518518518518518,11
971,11-3021.00,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",e2d91683-e436-429f-aaa2-ba6c47d0b288,2025-01-21,Novice,4,4,3,2,1,False,True,False,True,False,False,3,4,2,3,3,True,True,False,False,False,True,False,,,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Daily,Weekly,Weekly,Prolific,Core,3.0,3.0,3.94,81.61,187990.0,645970.0,['Thinking Creatively'],['4.A.2.b.2'],3.0,1.5,2.5,3.5,1.5,2.5,0.2365858582151181,0.4688079633980462,0.6148148148148148,11
972,11-3021.00,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,e2d91683-e436-429f-aaa2-ba6c47d0b288,2025-01-21,Average,3,3,4,4,2,False,False,False,False,False,False,4,4,2,2,4,False,False,False,True,False,True,False,,,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Daily,Weekly,Weekly,Prolific,Core,3.0,3.0,3.68,87.19,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']","['4.A.1.a.1', '4.A.2.a.1']",2.5,2.0,2.0,2.5,1.5,3.0,0.2365858582151181,0.4688079633980462,0.5185185185185185,11
980,11-3021.00,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,e2d91683-e436-429f-aaa2-ba6c47d0b288,2025-01-21,Novice,4,4,3,4,2,False,False,False,True,False,True,4,2,2,3,3,False,True,True,True,False,False,False,,,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Daily,Weekly,Weekly,Prolific,Core,5.0,5.0,3.63,95.71,187990.0,645970.0,['Documenting/Recording Information'],['4.A.3.b.6'],3.5,1.0,2.5,3.0,2.5,2.5,0.2365858582151181,0.4688079633980462,0.4999999999999999,11
